content,id,postDate,author
Did you check the impact on LB of replacing the predictions from your models by the data you scrapped from ucf ? It's a pity if such a leakage indeed exists ..,116589,2019-11-10 20:34:56,FabienDaniel
"I'm going to publish a notebook with this leakage but I'm not using it yet. 
Update: Done. https://www.kaggle.com/mpware/ucf-data-limited-leakage",116589,2019-11-10 21:56:00,MPWARE
"@fabiendaniel his team very suddenly and jumped to first place. I'm about 99% sure the scraped data was at least partly responsible. I'm planning to add it myself later this evening, so if I'm suddenly in silver you'll have your answer. ",116589,2019-11-11 06:27:11,Louka Ewington-Pitsos
"Since this data leak became public in external data thread several days ago (site 0 = UCF) we tried to check whether parsed data perfectly match those readings in test set, and yes it is:
https://www.kaggle.com/mpware/ucf-data-limited-leakage/comments#670060",116589,2019-11-11 06:54:48,Fred Navruzov
This Comment was deleted.,116589,2019-11-10 13:38:47,No user
"Thank you very much for sharing, as well as for your considerations about the meaning of fairness. I believe that many people (including me) who participated in this competition to improve their skills and enhance knowledge are glad to know that despite the fact that we all competing with each other, there is a great feeling of mutual help, respect and support.",118047,2019-11-20 01:45:56,Stanislav Lykov
"Thank you for your sharing. I verified your data. It can improve the public LB about 0.05 (1.03 -> 0.98).
So there are three sites(0, 1, 2) have been found and opened. I wonder to know which is the next.",118047,2019-11-19 16:02:46,Jonny Lee
"To be complete, building_id 245 is missing.
Hopefully this is the last leak and we can now focused on ML…",118047,2019-11-19 17:25:47,Bertrand P
"excellent job.
Btw, in order to learn something new in this competition, can you please disclose the code (tricks) to download the data ?",118047,2019-11-19 14:56:38,eagle4
"Thanks!
The local notebook that I used is very dirty… Moreover, it is the first notebook that I try to publish and I encountered some problems. But I will try to answer to your request. Either here or on a notebook. I just need some time. I hope you saved some time by my share but I did not ;)",118047,2019-11-19 15:46:23,Bertrand P
"It is a very simple spider.

First, you find your session cookie from request headers in Chrome. It looks like this. You use it in the headers while sending requests to next urls.
Cookie: __cfduid=d148f1f668892c657356c1b09cdd123171572891266; DG5SESSION=96B48C7EE436665D2277CACD5283BFAA
Second, you find the ajax call which returns the building ids and store the building_ids in memory.
http://cm.asu.edu/dgdb?db=VES&amp;query=%5Bcm%5D.%5Bdbo%5D.%5BpCM_Select_Building_List_By_Campus%5D+%40selCampus+%3D+%22Tempe%22%2C+%40selOrderBy%3D%22bldgname%22%2C+%40selAscDesc%3D%22ASC%22%3B
Finally, fetch the building meter readings from this url.
'http://cm.asu.edu/dgdb?db=VES&amp;query=%5Bcm%5D.%5Bdbo%5D.%5BpCM_Retrieve_Utility_Data_By_Campus_Building%5D+%40selCampus+%3D+%22Tempe%22%2C+%40selBldg+%3D+%22{}%22%2C%40selPeriod+%3D+%22Custom+Dates%22%2C%40selInterval+%3D+%22Hourly%22%2C%40selBeginDate+%3D+%222016-01-01%22%2C%40selEndDate+%3D+%222018-12-31%22%3B'.format(building_id)
",118047,2019-11-20 05:38:45,Gunes Evitan
@chabir I have updated the kernel (https://www.kaggle.com/pdnartreb/scrap-asu-data) to show how I did the scraping. It took (probably too much) time to me so I hope you will learn something!,118047,2019-11-20 12:34:33,Bertrand P
merci beaucoup ! I learnt something !,118047,2019-11-20 14:34:34,eagle4
"Thank you for your sharing. You have done great work !!
I will make new highway kernel soon",118047,2019-11-19 21:33:13,Isamu Yamashita
This Comment was deleted.,118047,2019-11-21 12:31:59,No user
Possibly the worst Kaggle competition ever?,118777,2019-11-24 19:35:09,bluetrain
Might be !!! Might be !,118777,2019-11-25 21:31:18,mezoganet
Google Analytics Customer Revenue Prediction is the worst game,118777,2019-11-26 08:27:07,Neo Zhao
"When I initially started this competition, the best was around 1.15. Now its around 0.96. It has become more of who is able to identify the leaks /from which site and share the data to the competitors in this competition.",118777,2019-11-24 14:15:50,Manoj Prabhakar
"""more of who is able to identify the leaks "" 
Yesss, this is what about leaks ! Not a Competition, just leaks.
A pity !",118777,2019-11-25 21:33:16,mezoganet
"1.08 with no leaks is pretty easily achievable. I'm not sure how much better folks have achieved, but I'd guess 1.05 would be a reasonable target.",118777,2019-11-26 00:35:39,Robert Stockton
It is not the case for me though. ㅠ_ㅠ,118777,2019-11-26 04:46:02,Hanjoon Choe
You did some nice stuff if you achieved 0.99 without leaks.,118777,2019-11-26 05:34:55,Tejash Shah
"I started this competition in order to learn about time series but with the time here, the competition is more about finding leakage and exploiting it. All the recent kernels talk about leaks. I have already lost interest and just come here to check new techniques.",118777,2019-11-25 05:12:50,Tejash Shah
"Same with you. Just for finding skills dealing with time series. However, leaks everywhere😂 ",118777,2019-12-02 12:06:35,Orig1n
"This competition should be renamed as ""Leaks only"" competition!😂 ",118777,2019-11-27 02:57:50,Shahules786
That is why people can not improve their score by using the existing data anymore.,118777,2019-12-05 05:49:06,Ali_sher
"@alisherianvar yeh,I know.I am facing the same situation.",118777,2019-12-05 06:43:45,Shahules786
You did some nice stuff if you achieved 0.99 without leaks.,118777,2019-12-17 15:55:01,zeze
"any competition where to win you have to spend lots (or really any) time cleaning or hand identifying bits of data…  is a competition where you are doing their work for them to win.  training and picking algorithms or trying to create features is one thing. becoming an analyst / expert in their data (to find bad/missing data) is another. I realize many of the competitions are won that way. probably most but I'm never gonna do that. So I quit a while back too. 
i did make a new change to my algorithm that lets me fit GBM sets of training/test data based on groups in the data  that then expand and get larger (in a cascading sort of way once improvements cant be found) works pretty well, does tend to fit to that data which might be an overfit if the data is noisy (like this competition) but i'm happy with it. so there's that. :D  (but to that point my local score was like .91 the LB score was 1.22 .. likely cause of data cleanup issues that i'm like ""yep, not gonna deal with it"")",118777,2019-12-12 20:02:29,j_scheibel
"
any competition where to win you have to spend lots (or really any) time cleaning or hand identifying bits of data… is a competition where you are doing their work for them to win. training and picking algorithms or trying to create features is one thing. becoming an analyst / expert in their data (to find bad/missing data) is another.

Here's where we differ. From the standpoint of ""clean competition"", you may be right, but from the standpoint of ""real-world data science"", this is much more real than the average Kaggle dataset. In my time as an ML professional, the vast majority of my efforts were in obtaining clean data. Feature engineering was secondary, and algorithm selection was almost a non-issue. I've had to become a domain expert in diapers (as a confirmed bachelor), automobiles, and yams just in order to get to the ML part of my job.
I'm not a fan of the leaks and the web-scraping, but I consider the data cleanup to be quite a legitimate aspect of this, and any other, competition. On the other hand, there's lots of competitions out there, and it's good that you can choose not to bother with this one.",118777,2019-12-13 02:11:07,Robert Stockton
"The only real world data science i do routinely is with stocks.  And my data comes in as clean as it can be but of course it costs money too. So other than purchasing more data and trying to select potentially relevant data, data work begins and ends there. (Which is really how i like it.)
The fun part for me is writing an improved algorithm for getting the best angle on the data you have. That might be auto feature creation (i dont generally make my own features) or algorithm to tell me weighting or something that actually does slicing and dicing of the data in a new way (some new method or improvement on existing expert systems).  but you are right most alogirthims are 6 of 1 half dozen of the other. And if you have a perfect view of the data there is only so much you can do before you are in the weeds as t were.",118777,2019-12-14 20:43:30,j_scheibel
Leaving the competition,118777,2019-11-28 16:37:53,TripleLift
Good decision Scirpus !,118777,2019-11-25 21:30:30,mezoganet
"without a leaked building ids:
meter 0: 1413 - 296 = 1117
meter 1: 498 - 122 = 376
meter 2: 324 - 0 = 324
meter 3: 145 - 55 = 90",119209,2019-11-28 12:21:48,Aleksandr Kosolapov
I'm afraid that too. It will be the BIG controversial issue after this competition🤒 ,119209,2019-11-27 12:28:54,Isamu Yamashita
Thank you for comment. I respect your success in kernels and public LB😄,119209,2019-11-27 12:39:05,Hiroyuki Namba
"I can't really share any concrete information on this subject right now, but I can say that our intent is to err on the side of caution.",119209,2019-11-27 21:44:03,Sohier Dane
"Thank you. I understand the difficulty. Good to know ""our intent is to err on the side of caution"".",119209,2019-11-28 12:07:11,Hiroyuki Namba
Does anybody have site-15 data for 2016?,119209,2019-12-05 01:28:31,Masoud
how much does lb improve from site 15?,119209,2019-11-27 10:42:43,Oleg Knaub
0.97(without site15) -> 0.95(with site15),119209,2019-11-27 12:18:03,Hiroyuki Namba
"Wow, ok. Thank you :)",119209,2019-11-27 12:22:19,Oleg Knaub
@hiroyukiex  Thank you so much for information    but  i got 0.98(without site 4 and 15) and with site 4 and 15 0.97 # can you plz tell me how much change from site 4 if possible(or you are not using site 4 ?  ) ,119209,2019-11-27 12:53:23,ADITYA KUMAR
"0.95(without site 4) ->0.96(with site 4)
Site 4 is useless, or I need to look into site4 more deeply (but I do not want to spend time reverse engineering).",119209,2019-11-27 13:06:30,Hiroyuki Namba
Thank you :) i Think i need to check my submission then ,119209,2019-11-27 13:12:38,ADITYA KUMAR
That's probably because site 4 has the best score among other sites and site 4 leaks are mess,119209,2019-11-27 13:47:02,Gunes Evitan
"Another team jumped to the 37th place with 4 submissions.  Check this thread and you will understand what is going on right now.
https://www.kaggle.com/c/ieee-fraud-detection/discussion/110778",122203,2019-12-18 17:58:22,Gunes Evitan
"By checking the top 100 team (not single participant) on the LB which have few (less than 10) submits, I think you might be right.",122203,2019-12-18 18:36:33,Changyi
"I see another one in top 100 who used only 4 submissions and that account was created 9 days ago.
Legendary.",122203,2019-12-19 10:33:42,Jie Lu
"We lost close to 150 positions in the last week.   
I'm going out of the medal……",122203,2019-12-18 19:57:56,ysuzuki
"Haha, I feel you…Just went out of the medals the last day…Have dropped more than 100 positions in the last 3 days without any1 posting any better-scoring kernels. C'est la vie! (btw I m not french, I hope I got it right)",122203,2019-12-19 20:20:13,Georgios Sarantitis
"Yes. Faisons de notre mieux!! (btw I m not french too, I hope I got it right)",122203,2019-12-20 03:26:28,ysuzuki
"
Faisons de notre mieux! 

Lol, yes we are actually exactly at the same place! Let's see where we both end up!",122203,2019-12-20 08:48:55,Georgios Sarantitis
"I also notice that someone just join kaggle for few days and their submissions is lower than 10,but their ranks is in 100,this makes me too confuse",122203,2019-12-19 08:20:31,Linyan
We lost close to 70 position in last few days. I am certain that we missed the trick.,122203,2019-12-19 00:45:47,Ashish Gupta
Yesterday night i made improvements by 7 positions and this morning we slipped again by 16 positions. There is something very strange,122203,2019-12-19 13:55:09,Ashish Gupta
"I agree. Thanks to your work I was between 60 and 70 yesterday but now I am out of 100. The only high score published recently is the R code ""ASHRAE 2*lightGBM without Leak Data"" but I got no improvement blending with that…",122203,2019-12-19 14:17:34,Changyi
Slipped by another 20 in 3 hrs. ☹️ ,122203,2019-12-19 17:39:43,Ashish Gupta
ASHRAE 2*lightGBM without Leak Data in R is a last minute submission. I guess people are blending a lot with that model to improve their scores.  ,122203,2019-12-19 20:44:27,Ashish Gupta
"@reneiw : 
beside the fact that you could have dragged your colleague in the money, can you explain more about your overall method. I understand that you build a method using the leak data to calculate the behaviour of individual buildings over 3 years: may I ask how you did that ? did you calculate trends, find particular patterns, set up particular feature engineering ?",122203,2019-12-19 21:55:47,eagle4
"I agree with @lucamassaron , this competition has been a complete disaster. The only positive thing is that it ends in a day.
The leaks destroyed the interest of many to participate.",122203,2019-12-18 17:13:56,python10pm
"Yesterday was 3 days before deadline. It could be a coincedence - if many teams at once started to blend final submissions. But also it could be not.
What I noticed - @reneiw jumped in the green zone with just 11 submissions. Might be that he's very talented and just didn't made any submissions. A lot of scientists work hard for a couple final results and don't use every submission for checking along the way. Just no history at all on the 3-years-old account is a bit suspicious. But I do not call names and give labels.
Anyway, let's not start witch hunting and hope that Kaggle algorithms will do the work.",122203,2019-12-18 13:33:33,Stanislav Blinov
I don't think it is possible to place in such high rank with that many submissions in this competition. My experiments costed me at least 60 submissions. ,122203,2019-12-18 13:41:03,Gunes Evitan
yes … I mean it can happen but in this competition you cannot rely only on local validation you do need to submit to understand better what is the best strategy etc ….,122203,2019-12-18 13:45:39,Pietro Marinelli
"@gunesevitan it's your experience, and mine too. But maybe this guy has a great experience, how could we know?
It's been known Uncle @cpmpml jumped in the gold zone with the first submission, for example.",122203,2019-12-18 13:47:34,Stanislav Blinov
There are several users of the wiener family (reneiw upside down) also 3 years old without any activity. Will they all be a cluster of magic accounts?,122203,2019-12-18 19:43:07,Manuel Campos
Ok now I agree that it's fishy.,122203,2019-12-18 19:47:11,Stanislav Blinov
"interesting,  reneiw's name become evidence of conspiracy,  i started using reneiw ten years ago when starting my study in control engineering, difficult to imagine what Wiener would think. btw, curious about the glorious deeds of the wiener family…
3 years old without any activity is can't be more normal for me, i dislike pure competition at all, even join in this competition is due to highly related to my main work but not for competition itself, evaluation of building energy saving efficiency is a real problem and simultaneously a hard problem, in my experience even the AB test split by time is sometimes difficult to correctly evaluate the energy saving effect due to many non-control non-constant factors, evaluation based on the environment variables is an important direction, the huge amount of data in the competition can be beneficial to my work research.
if just to explain the two questions above, i think I have no reason to make this explanation, the main reason for typing so many words to reply is, the reason your guys to doubt is reach high score with few commits, this can't stand, isn't this really reasonable performance? Do you think we should get high scores through a large number of submissions to be healthy? seems most people think so, that's also the reason I don't like competitions. No one has the energy to try a hundred models or methods, it is nothing more than taking a small number of methods to test online and then constantly using small tricks to correct and then test again, full of guess guess guess collision collision collision ensemble ensemble ensemble routine, take so much time and effort and commits, no real industrial value was created in the end, just to cater to this batch of test sets. Obtaining relatively good and stable results through a concise method originally does not need to submit tests so much times, if get the right method, 20% time can reach the front row, and the remain 80% time is spent from the front row to the top, which industrial added value is relatively small and unstable, i was lucky to find a concise way to complete the first step. With all due respect, except for pure learning purposes, if your 50 submissions are not as good as 20 of others, give up early, if you still want to win, find other competitions to try, there are always competitions where you can come up with better solutions.
Too much pessimistic talk about the phenomenon of competition, turn back to this competition now, actually the current score doesn't explain anything, i used leak data in depth, and the rapid improvement in results is also due to leak data, this very likely overfitting to the leak data or better than other people who have no use for leaking data Is an illusion, i mainly want to share the interesting thing that why suddenly decided to use the leak data in depth(for row level train), because i realized that this leak data is not a true leak, it has practical useable industry value. It is difficult to correctly evaluate the energy impact of a building renovation based on historical data alone, because energy use may change by time even if the building is without any renovation, but if there are buildings that definitely known without any renovation, and their energy data can help to predict other buildings energy use in the same period if they have no renovation also, then we can more accurately to evaluate the energy effect of building renovation, and the leak data of this competition act as the role of buildings data definitely known without renovation for evaluation period.",122203,2019-12-19 17:11:21,reneiw
How do you explain other 100 novices from the same country in top 200 with very few submissions? Are their job also highly related to this competition?,122203,2019-12-19 17:26:54,Gunes Evitan
"Pay attention to your words, i have no responsibility to ""explain"" for 100 Chinese novices, I can directly tell you that there are two accounts associated with me, one of my own, and one of my colleagues, the remaining 98 don't look for me. my colleague started early then me and i actually started modeling this week begin with use some organized data from my colleague about his 10th submission, then we model separately from this point, yes, you read it right, i use colleague‘s initial data but did not merge team with him, if foul delete all my data and grades, i have no interest in studying kaggle data usage rules, hopefully deleting my account will allow you to enter money region.",122203,2019-12-19 18:07:33,reneiw
"Disclaimer: I have not entered this competition, not even looked at data.  I just want to react to what looks like a witch hunt.
@reneiw 

Do you think we should get high scores through a large number of submissions to be healthy?

You're right questioning this.  There are famous examples of people jumping high in LB with 1 submission, including the famous @speculation win with 1 sub only.  Small number of subs plus good LB rank aren't suspicious in principle.

i use colleague‘s initial data but did not merge team with him

Well, that's against competition rules.  But you know it given you write:

i have no interest in studying kaggle data usage rules, hopefully deleting my account will allow you to enter money region.

If you know how it will end then why did you enter?  If it is only to see how your model(s) will fare on private test data, issue is that you won't see your submissions at all if you're removed.  I know because this happened to me after my team was removed because a team member broke some rules and was caught.",122203,2019-12-19 18:17:13,CPMP
"Because I only have time to realy started modeling in this last 3 days, if merged team will take up the submission opportunities of my colleague for the last few days, so I decide to keep my own account 
without in-depth investigation of kaggle rules last week. can't see the private score is really a problem.",122203,2019-12-19 18:30:23,reneiw
,122203,2019-12-19 18:31:46,Timon Gurcke
"I don't care about the money. I wasn't accusing you with anything at all. I just asked about your opinion about this situation, but you misinterpreted my question.  Actually, I wasn't expecting you to do private sharing since you are at the very top, but you just said it yourself.",122203,2019-12-19 18:40:23,Gunes Evitan
"Beside the main topic, I hope you post your solution and how you used leak data for predictions. would be interesting and good to study ;-) Thanks for your long explanation btw.",122203,2019-12-19 18:58:28,Hanjoon Choe
"emmm, looks like there are differences in language habits… It is a pity that I have no opinion on this, i have not followed user details for leaderboard.
I think private sharing is fine since the competition is almost over so does not substantially affect others, hope to see the private list first and then deal with foul, help me to verify whether it is stable to use some buildings data to help predict other buildings. Unfortunately it seems even the highest online score is too big so not applicable at all in real world, in actual projects, even if more precise data is used to make more accurate prediction models, customers still choose AB test",122203,2019-12-19 19:18:38,reneiw
"
Because I only have time to realy started modeling in this last 3 days, if merged team will take up the submission opportunities of my colleague for the last few days, so I decide to keep my own account without in-depth investigation of kaggle rules last week

You realize that doing this will also result in your colleague removal as he shared privately with you?",122203,2019-12-19 19:56:29,CPMP
"
I think private sharing is fine

No, private sharing is never fine,  it is unfair and it is against the rules.",122203,2019-12-19 19:58:27,CPMP
"
I think private sharing is fine
i have no interest in studying kaggle data usage rules

You come to the community @ you follow the rules, mr. Toxic.",122203,2019-12-19 20:32:24,Stanislav Blinov
"you misunderstand what I mean, rules are of course important for platform operations, ""I think private sharing is fine"" means i think this is fine when i write this comment when all our submissions are over, not in the competition progress, i misunderstood the comment above means that in my repost body said the use of leak data to improve performance belongs to private sharing… I did n’t share any method or data with anyone during the competition procedure include my colleague, otherwise he can get good grades too.

You realize that doing this will also result in your colleague removal as he shared privately with you?

this really don't know, and he didn't actually do anything to shair data for me, we are in different city branches and no daily sharing, just when i start modeling i don’t have time to rearrange large amounts of competition data especially leak data so i download colleague's collated data set directly from company server which he use, he didn't get any benefit from my actions or purposely to private help me, it's my fault if it makes him foul too, fortunately his grades are not very good thus don't hurt by me too much.",122203,2019-12-20 02:10:01,reneiw
"Interesting. You can set anywhere as your location in your profile, it doesn't mean anything. Cheaters should be removed, that's definitely true, but others (from the same Country) are innocent. One (or a group of) people cannot represent the whole Country, correct your words please. ",122203,2019-12-20 02:30:17,Venn
@gunesevitan I don't think words that promote outlandish discrimination are welcomed in this community. Certainly made me feel uncomfortable.,122203,2019-12-20 03:07:59,A.L.
"@yiheng @alexanderliao 
I wasn't trying to make any discrimination. Sorry for making you feel uncomfortable. I know there are innocent people among those top teams. I'm not accusing everyone with cheating. 
I thought having too much novices with very few submissions and all of them being from the same country is a little bit weird. I have no intentions of discriminating anyone.",122203,2019-12-20 04:27:36,Gunes Evitan
"some unexpected things happened this week cause some trouble to others including myself, since i am a passer of kaggle and maybe disappear another three years from next week so will not see the discussion later, i think i should make some notes lastly,

I did use data from colleague which can't access by other participate, and it ’s very important for me to get a high score in few days, he spent  lot of effort collecting, cleaning, and calibrating competition-related data on forums, this allows me to skip a lot of preprocessing work and go straight to the modeling process. This violates the rules and i am happy to accept punishment to clear all my results. This is my unilateral mistake, hope this will not affect others.
Although using other's initial data can greatly reduce the time spent, it's different from submission counts, this is the key reason I decided to reply, it ’s healthy to get high scores with a small number of submissions, relying on a large number of submissions to get high scores is usually because did not find a suitable method or did not use the same level data (such as this leak data). 
Back to the technical problem itself, @hanjoonchoe @chabir  , the key issue to using leak data to improve prediction performance is transfer information from some buildings to some others, so learning of leak data cannot rely on building ids in categorical state, i have tried several methods, such as learning training data using neural networks(thus learn the building id embedding simultaneously), and then fine-tune on leak data by freeze the embedding to force learn the new years characteristic by other environmental features; or extract the embedding of building id in nn to use as features substitute categorical buliding id in normal lgbm models; or use lgbm to learning on training data and then ignore the building id feature to learn another model to fit the gap between lgbm prediction value and the leak value. sorry for i can't tell you which one performs better in the end, because for each method i didn't do it fine enough, and I don't think I have solved this technical problem, i don't want to mislead you,  believe other excellent groups will give more interesting methods and conclusions.
",122203,2019-12-20 11:14:46,reneiw
"
i download colleague's collated data set directly from company server

This is private sharing of data.  ",122203,2019-12-20 11:24:54,CPMP
"We lost close to 67 positions in the last 3 days. We were 54 when this week started, currently at 121st..  Not even a single discussion thread on the improvement.. ",122203,2019-12-18 14:54:01,Manoj Prabhakar
"wow, this is quite strange as well … don't you think so?",122203,2019-12-18 14:57:13,Pietro Marinelli
how many position on average did you loose during the competition .. I mean given a position how long would it last without submitting? at least one or two days ?,122203,2019-12-18 14:57:59,Pietro Marinelli
"Hardly one in 2 days even if we don't submit anything. But this time around, everyday on an average 15 to 25 spots down. There are so many particpants with very less submissions in top 100… That seems to be more strange as well.. ",122203,2019-12-19 00:00:05,Manoj Prabhakar
maybe some teams found an additional last minute leak?? not sure…will wait and see what happens when Pvt LB is up. ,122203,2019-12-18 14:19:21,sandy1112
It's either that or private sharing.,122203,2019-12-18 15:07:03,Gunes Evitan
they should share it don't they?,122203,2019-12-18 15:10:00,Pietro Marinelli
"@pietromarinelli I would not bet on everyone sharing a last minute leak. @gunesevitan - agreed it could be private sharing, but seems like a risky move on the last two days of competition.",122203,2019-12-18 15:27:10,sandy1112
Lost close to 50 position while score improved by 0.004 in a week. It's really impressive to see the guys who solve the problem within 20 commits. Tired of overfitting to keep rankings anyway.,122203,2019-12-19 01:06:26,Ado Dream
Please do not submit high scoring predictions :),122203,2019-12-18 14:02:05,Oleg Knaub
"One idea might be that people that were previously not using any leak data at all, are now submitting their models using leak data. Thus jumping a lot of places at one time. However, you are right 9 positions in the top 20 looks a bit suspicious.",122203,2019-12-18 13:29:02,Timon Gurcke
well this makes sense! Still to start using it at the same time sounds strange … ,122203,2019-12-18 13:34:25,Pietro Marinelli
"It might because of the leak data usage, I was also thinking should I use leakage or not in the last 1-2 days.",122203,2019-12-19 09:58:57,Jie Wu
yes this is a good point … will see what happens in few days .. ;),122203,2019-12-19 10:03:33,Pietro Marinelli
"Yesterday, we were 9th with 0.938 score. Are you sure that it happened yesterday or it happened in several hours? If it is within 1-2 days, 8th to 17th is normal considering that it is the time which people start to blend.
On the other hand, there are some suspicious jumps but Kaggle admins usually don't consider private sharing as cheating unfortunately.",122203,2019-12-18 13:51:34,Ahmet Erdem
it's happened if few hours and now it is stable again … this is a 2 submission per day challenge it takes more time to lose positions … normally you keep your position for at least one day  … while yesterday was like two positions per hour … ,122203,2019-12-18 13:54:53,Pietro Marinelli
"
Ahmet Erdem wrote:
  On the other hand, there are some suspicious jumps but Kaggle admins usually don't consider private sharing as cheating unfortunately.

Yeah I saw many topics raising about private sharing solutions during competitions (like for instance this one and of course the famous X5 ) but it seems kaggle do nothing to punish it.
They also need to check solutions for more than only those on prize zone.  ",122203,2019-12-18 14:23:00,Serigne 
"for example today we lost 1 position … for now … but not 5,6 or 9 whatever it was yesterday ….",122203,2019-12-18 14:51:41,Pietro Marinelli
"There is another pattern that I observe on Kaggle: Monday effect. People usually focus on their models during whole weekend and run over night and submit on Monday. But this doesn't apply to this case since the day you talk about was Tuesday.
I guess there will be even more jumps tomorrow. But the question is if our current rankings are even similar to the future private LB rankings.",122203,2019-12-18 14:58:50,Ahmet Erdem
"yes, that makes sense … in general we have to consider that this is a 2 submission per day challenge … if you have 5 submission per day you can simply try stuff and be lucky … but with 2 submission per day is different … anyway will see what happens … ;)",122203,2019-12-18 15:03:16,Pietro Marinelli
"I must have been some change to the public leaderboard.. I observed this around a week ago. I suspect Kaggle moved some of the private LB dataset to the public LB.
It now says:
This leaderboard is calculated with approximately 78% of the test data.
The final results will be based on the other 22%, so the final standings may be different.
Not sure what was before but 22% remaining set seems low.",122203,2019-12-18 15:25:02,Jonathan Mallia
"Interesting, maybe they moved all shared external data (leak) into public test data.  If so then the shakeup can be huge.",122203,2019-12-18 15:57:23,CPMP
@cpmpml - that definitely sounds like a way to tackle partial leaks in the data (like in this competition).  If they did move all the leaked data to Public test data and for the teams that did gain positions because of this - would they be more susceptible to suffer from the shakeup (since their submissions have more overlap with the leaked data)? ,122203,2019-12-18 16:36:10,sandy1112
This is definitely not the case. It was 22% before and no submission is rescored.,122203,2019-12-18 16:55:35,Ahmet Erdem
They did say that they will remove all public leaks from private test data. This should show at some point.,122203,2019-12-18 18:59:24,CPMP
"It shows, with private test data at 11% now instead of 22% initially ;)",122203,2019-12-20 11:23:09,CPMP
"Some teams have achieved a high score with few submissions, in some cases this competitors have new Kaggle accounts.",122203,2019-12-19 16:53:31,Alan Clappis
This Comment was deleted.,122203,2019-12-20 07:22:05,No user
This Comment was deleted.,122203,2019-12-19 08:01:44,No user
"Hi, I found Rules  wrote
You may submit a maximum of 5 entries per day.
But Submission Predictions showed
You have 2 submissions remaining today even I have not submit any files.
Could you confirm it?",112838,2019-10-16 13:17:46,senkin13
Same issue I have.,112838,2019-10-16 14:24:19,Naruhiko Nakanishi
"Submission Limits have been updated: "" You may submit a maximum of 2 entries per day.""
ref: https://www.kaggle.com/c/ashrae-energy-prediction/discussion/112993#latest-650748",112838,2019-10-17 11:49:19,Naruhiko Nakanishi
"I have searched a lot of notebooks and threads but still a bit confused.
My question is about the timestamps on all of the datasets(train, test, weathertrain, weathertest)
are they local time or GMT time? or some of them are local time, others GMT time?",112838,2019-12-08 08:46:24,Navid Hakimi
"Hi there, 
Is meter reading per timestamp cumulative? I found that meter reading for a building id with respect to meter no. is not fluctuating per timestamp.",112838,2019-10-27 19:24:12,Dennis Cartin
"Thanks for creating this thread! I have some basic questions that I need to have answered to better understand the data and the goal of this competition.
Please correct me if I am wrong… It seems we are training our model on building and weather data from 2016, and it is our job to predict what the meter will read in 2017 and 2018. 
So.. I  can make predictions for 2017 and 18, and Kaggle and ASHRAE have the true meter readings hidden away? So after I make my predictions and submit them, Kaggle will compare my predictions to the true value and give me an accuracy score?
If that is correct, then how are these numbers to be compared to a building that has been overhauled and energy efficiencies have been made? 
Is the idea that all of these buildings will be overhauled sometime in the future to be made more energy efficient, and we will use the most accurate model to make predictions of what energy use would have been if changes were not made, and then make the comparison to find the amount of money the building saved?
The above questions have to do with the goal of the competition, now I have a question about the data itself…
For the meter types: (0: electricity, 1: chilled water, 2: steam, 3: hot water) are we talking about how much energy each type consumes for a specific building? 
I noticed there are way more entries for electricity than the other types.
electricitycount = 12,060,910
chilledwatercount =4,182,440
steamcount = 2,708,713
hotwatercount = 2,708,713
Is it safe to assume that some buildings have meters for each type of common electricity uses, and for those buildings the energy consumption would be divided between each use… 
And some buildings will have only one meter for electricity, so the meter reading would include all the electricity the building used, including electricity used for chilled water, steam and hot water?
I really appreciate anyone who takes the time to read this post and confirm or correct my assumptions!
THANKS",112842,2019-11-04 17:34:50,Chris Murphy
"Just consider the hot water meter as luxury one. Electricity meter is the basic one available in most home. But hot water meter is a add on. It is available in all home. We should find the meter reading forecast for these meters separately. 
Don't assume that if a building has one meter it does not include all meters. If a building has only electricity meter then no hot water meter is available in the particular building. 
Time series will have trend which will include the over hauled and depreciation of equipment energy consumption over a period of time",112842,2019-11-08 20:37:51,saravanansaminathan
"thanks for sharing, Already subscribed on Rachael's youtube channel. very cool and funny. ",112842,2019-10-15 20:29:01,Adrian Zinovei
"I managed to reduce the memory size and merge the datasets, but when i'm trying to clean them, it keeps giving me memory errors, where do I go from here??",112842,2019-12-12 23:23:13,Juan Vazquez
New to this… where should I start?,112842,2019-12-10 02:50:43,Alexis Ankrah
"Hi,
How would you develop a safety rating system for building based on alarm information, response to alarms, maintenance measures in place, inspections carried out etc.
Thanks,
RP",112842,2019-11-18 10:15:12,Roopa Prabhakar
"Great, Very useful resources.",112842,2019-11-15 17:19:31,Ali Hassan 
"Hi,
Respected Sir Howard,
Thank you very much for starting this thread. 
Indeed this is a great help for new comers like me. 
I am a chemical engineer who is interested in solving this problem. This is because it involves thermodynamics. 
I am presently studying all the comments and comprehend the Python Notebook of Sir Remis Haroon (ID: remisharoon) in which the solution of this problem has been uploaded. 
I will ask REAL questions, as soon as I don't get suitable answer even after searching on Google. 
Cheers!
Waqas. ",112842,2019-11-14 16:48:36,Muhammad Waqas 
"i am wondering how to merge weather table and building table, as there is no primary key or unique key in both tables",112842,2019-11-14 04:18:17,时间之外的往事
"@knightbyj1221 Every building is corresponding to a site_id in building_metadata.csv. Weather is also associated with site_id.
building_id -> site_id -> weahter",112842,2019-11-14 13:24:52,Buffalo Spdwy
This Comment was deleted.,112842,2019-11-15 20:52:39,No user
